"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1991","Stratum_5"," [g]",1494720168.71866,355559371.052007,0.327304547676598
"1","1992","Stratum_5"," [g]",1270959796.11189,321002155.27255,0.351858429681467
"1","1993","Stratum_5"," [g]",1298789441.29926,374775949.626571,0.422848553709428
"1","1994","Stratum_5"," [g]",1307792815.43775,281431159.211499,0.294999443268796
"1","1995","Stratum_5"," [g]",1168824716.99687,222592430.402903,0.24589901240674
"1","1996","Stratum_5"," [g]",1744320173.44831,437421851.989868,0.362283210116727
"1","1997","Stratum_5"," [g]",1987393830.11524,425977402.355972,0.285360193778847
"1","1998","Stratum_5"," [g]",1845283976.32957,365029140.798044,0.259470595157077
"1","1999","Stratum_5"," [g]",1871722293.79216,353163183.480773,0.24402387341181
"1","2000","Stratum_5"," [g]",3805717066.92412,779705218.171723,0.269942983379004
"1","2001","Stratum_5"," [g]",963240280.169065,196292680.58664,0.265634139087147
"1","2002","Stratum_5"," [g]",1173470652.88106,236804648.491443,0.265033728350524
"1","2003","Stratum_5"," [g]",472533674.951872,95032504.9014895,0.265422593192631
"1","2004","Stratum_5"," [g]",375052774.760905,74904092.9500765,0.260693448598442
"1","2005","Stratum_5"," [g]",309050405.009563,92689395.7319325,0.417985493717594
"1","2006","Stratum_5"," [g]",1125225216.99944,241495283.479837,0.281966609316638
"1","2007","Stratum_5"," [g]",248158496.26644,56950715.4331062,0.310864661171641
"1","2008","Stratum_5"," [g]",713716791.366706,164853542.742588,0.317202502757895
"1","2009","Stratum_5"," [g]",400202923.720571,120772613.986326,0.455654390667307
"1","2010","Stratum_5"," [g]",1180828604.76449,334590870.031352,0.3925138046914
"1","2011","Stratum_5"," [g]",648850318.726057,184542974.412143,0.407936093564376
"1","2012","Stratum_5"," [g]",3268611201.44152,749181986.851573,0.309386270838456
"1","2013","Stratum_5"," [g]",2037534679.10124,544196600.829098,0.376596851453303
"1","2014","Stratum_5"," [g]",543568069.928652,129099821.398725,0.33318880402912
"1","2015","Stratum_5"," [g]",2032160391.45948,555533574.55866,0.396963562459428
"1","2016","Stratum_5"," [g]",1538539109.89771,437502687.62825,0.421690123386332
"1","2017","Stratum_5"," [g]",546474582.938059,160775918.788153,0.446846978608455
"1","2018","Stratum_5"," [g]",1066390970.93981,394529781.848711,0.592225541982202
"1","2019","Stratum_5"," [g]",1165927394.65848,351886517.183094,0.449636090724556
"1","2020","Stratum_5"," [g]",0,0,0
"1","2021","Stratum_5"," [g]",835199685.215209,207617507.022997,0.344348214457097
