"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1991","Stratum_5"," [g]",26244857.1717685,10965328.7997216,0.616071687475587
"1","1992","Stratum_5"," [g]",143697388.379436,31215490.9489618,0.287898434713764
"1","1993","Stratum_5"," [g]",137741532.398864,30363129.5477851,0.295568609052613
"1","1994","Stratum_5"," [g]",162404738.967251,34769653.8193877,0.273502325052587
"1","1995","Stratum_5"," [g]",111175220.076611,19993794.7765709,0.225550324942955
"1","1996","Stratum_5"," [g]",157141327.963256,31104332.296791,0.250078545058269
"1","1997","Stratum_5"," [g]",83817245.4735746,15213999.3079922,0.226400305986798
"1","1998","Stratum_5"," [g]",60301647.7319212,10387884.9475323,0.215946160107633
"1","1999","Stratum_5"," [g]",148962432.847163,28667090.2203131,0.242434480955515
"1","2000","Stratum_5"," [g]",171940342.061442,40752467.3003258,0.313811583572836
"1","2001","Stratum_5"," [g]",214462345.602731,44607516.3137422,0.276771932450458
"1","2002","Stratum_5"," [g]",126447391.127113,21183713.8609596,0.210501380222021
"1","2003","Stratum_5"," [g]",115119406.052265,21818639.9203378,0.235453535676241
"1","2004","Stratum_5"," [g]",132914572.168735,29288102.4273936,0.299010181510515
"1","2005","Stratum_5"," [g]",127062527.349396,23344177.9771532,0.231509177040112
"1","2006","Stratum_5"," [g]",124256008.428289,24704093.1680257,0.25627712800325
"1","2007","Stratum_5"," [g]",173226217.065948,34845597.3604015,0.262604623436403
"1","2008","Stratum_5"," [g]",86536851.7728471,22711621.2116026,0.367310160328696
"1","2009","Stratum_5"," [g]",188655899.878336,39552945.6131113,0.272960679918017
"1","2010","Stratum_5"," [g]",124369607.953296,27032690.6404949,0.292250208408814
"1","2011","Stratum_5"," [g]",118156233.952214,23363212.6022834,0.250014438306591
"1","2012","Stratum_5"," [g]",142041957.578374,29026528.6030557,0.267236356810878
"1","2013","Stratum_5"," [g]",128849141.931538,39143895.2823374,0.434752728931843
"1","2014","Stratum_5"," [g]",225737987.141209,52925113.0347436,0.319342184431255
"1","2015","Stratum_5"," [g]",249056257.073708,51610577.8240337,0.276754841798442
"1","2016","Stratum_5"," [g]",158786555.015608,29631201.0432667,0.241298998948524
"1","2017","Stratum_5"," [g]",205091688.885181,53751607.0271334,0.361080063630397
"1","2018","Stratum_5"," [g]",214337755.785153,73818109.559649,0.532928312503228
"1","2019","Stratum_5"," [g]",131196833.067304,30050370.7459122,0.309271327668258
"1","2020","Stratum_5"," [g]",149124099.515896,81356298.9354905,0.899974240000093
"1","2021","Stratum_5"," [g]",60033896.8679457,15512805.1402012,0.358193560294091
"1","2022","Stratum_5"," [g]",168055362.721935,36028409.3998949,0.285350232890842
"1","2023","Stratum_5"," [g]",60414918.5180115,13837778.4826051,0.314313261432842
